cutoff,n_estimators,learning_rate,reg_alpha,reg_lambda,max_depth,max_leaves,min_child_weight,colsample_bytree,subsample,gamma,max_bin,iteration,MAP
93,738,0.443264954312248,38.069832225839676,0.5587835888508909,3,11,5,0.500397429575625,0.5165378190180856,0.6899121137709097,249,0,0.08360673708452727
148,1469,0.4434731149901577,34.98063202713142,0.5134137541795833,9,13,5,0.9323187375937404,0.7291693099016299,8.50455616866954,340,1,0.08350173291409563
120,1328,0.2503311404642621,44.35263014149563,0.5857527226766631,11,11,5,0.8831471322634088,0.8338152072951099,1.5080854590587578,496,2,0.08373779364934938
112,1337,0.46239254314800055,37.32556165517678,0.6333955572500303,5,9,9,0.6190177564997323,0.7577866267937571,6.001504194754843,149,3,0.08342144282977057
31,1466,0.22542141619456665,34.50463407783935,0.40162957527554105,10,13,6,0.9864179564501747,0.572373289033455,3.4306651571160685,471,4,0.08383611277683065
26,747,0.24589867775581706,38.38602012846293,0.41254725775093753,10,15,1,0.6379011851118993,0.8803995505330768,5.899022049530535,468,5,0.08384526482616243
40,687,0.25383797968524274,50.76332852480353,0.37878678057270143,5,15,5,0.974163818949151,0.645926429839895,6.541521328197142,378,6,0.08378685583225955
173,1224,0.2122449180343151,46.96061881384046,0.782773215613416,6,12,8,0.7912263993101305,0.5501012654923503,3.6445619699358467,403,7,0.08359895271404
191,916,0.34473197725336374,48.257596853019784,0.7011391352048927,10,11,8,0.6666398184753987,0.5719801263149504,3.7218145901646436,481,8,0.08351804288269878
168,755,0.3643024523958464,45.45396789941983,0.7830863053352521,7,8,7,0.8797679598363123,0.9566182356485273,4.897709096344668,384,9,0.08351069547030902
72,541,0.09659791885276378,30.322534494873622,0.32306731417935836,8,5,1,0.5055710743830044,0.9754248048061831,9.241042967585798,222,10,0.08339455252238617
10,1045,0.1622062297465115,39.7724996033055,0.43978904974258826,11,15,2,0.7454528235428182,0.8712701080301131,2.5069401731064667,455,11,0.0837125960961657
10,1001,0.1692821960865012,31.447174595615046,0.4635858505298496,9,14,3,0.6355987046298697,0.6657955621727707,7.377259207023904,311,12,0.0834744941404544
57,863,0.317410758677046,34.26140390219133,0.3075565954113967,9,13,3,0.7913852161254564,0.8800083071993168,4.760184905672559,86,13,0.08345996758255851
38,1153,0.24504918082571328,41.97024727193978,0.4069563985042537,10,15,10,0.7259941330460782,0.7860705143327273,3.1351468788945986,447,14,0.08356724510240479
36,527,0.14938786598768464,53.75602893227756,0.49437377664121696,8,13,7,0.5766264266050299,0.6322252418716625,5.920477811811942,512,15,0.08351970239767185
81,1433,0.2984385485449129,34.104326426284175,0.8782434111673647,11,6,3,0.9963121843707233,0.9146043709259277,1.9906784803046662,422,16,0.08367021383972689
59,1127,0.389951912646195,41.23282323601511,0.3697598506590556,10,14,1,0.6865347417915506,0.8052122716155738,7.590351476639029,350,17,0.08355091384495267
131,857,0.2099649915743144,36.715043416338794,0.6422584831053519,8,9,6,0.8198246531560422,0.6998414463670899,0.3270663300315446,248,18,0.08324206868636508
24,656,0.2821046185749202,32.536889712367326,0.5237052560108715,7,12,4,0.5793782949814724,0.6074129002585403,4.354731138321698,448,19,0.08385709409584062
20,637,0.3902498828363039,31.92244715206289,0.5453899338147721,6,7,4,0.5772220051994077,0.9254647777862296,4.711377969433811,299,20,0.0839981797837369
29,617,0.38744085403664114,31.881103641580175,0.52139688102558,6,7,4,0.5683792601593499,0.9960173343016869,4.815678534091771,196,21,0.08371024065498231
52,640,0.29944029850587467,32.64115145988744,0.5597477458101878,6,10,2,0.5555005494653964,0.9302796454155225,5.578895843998309,309,22,0.08363524550991296
20,747,0.32758526773163943,30.158029599725083,0.4775703908440151,4,7,4,0.5985294408142269,0.8647485425510558,7.35505916655517,424,23,0.08396132512773216
11,594,0.49343447876511504,30.15543203502204,0.6359272430121417,3,7,4,0.5948322976805043,0.8232479828519131,7.453764992404332,414,24,0.08382793539898568
68,822,0.3374072663420622,32.96426809938574,0.4639027082283986,4,6,4,0.5348732516741757,0.9226501918749559,4.249159830080076,351,25,0.08393423168626536
94,842,0.407809268314679,30.12483840750179,0.456757760955392,4,5,4,0.535843848919345,0.9195590429447087,9.678157375375111,269,26,0.08351986823154399
71,798,0.33397882453261246,35.94255359444439,0.6866195104612793,4,6,2,0.6874205510129366,0.8565607166391099,6.605822847069897,346,27,0.08367938872537388
51,949,0.3578892326287363,33.033622298469766,0.35140680713670713,4,7,3,0.5427718693948593,0.9582569918600625,7.979615343718821,313,28,0.08361934007416473
94,702,0.41697438856606556,39.47246641629483,0.5589700901467838,3,8,6,0.5231546868879926,0.9030727233928095,4.370512814503757,283,29,0.08364825775978174
79,796,0.3776843087709798,35.33393950212673,0.4814590405348868,5,6,4,0.5059622621319759,0.7722866146110754,2.6906339925049956,372,30,0.08380853963856079
23,665,0.27899005595776155,31.982934726848026,0.5388192582895175,7,8,4,0.5862127743843821,0.5080897890058123,4.033690929254321,420,31,0.08394255154733561
20,719,0.32966845759195723,31.60415952865897,0.5361794190375508,7,8,5,0.6183033318367176,0.7149165786447341,3.989154641831634,334,32,0.08391915242780963
45,589,0.2751659549903551,33.551114704254395,0.6017221582259201,4,9,5,0.6473537182794765,0.836678128401152,5.275992170985927,423,33,0.08370786410831939
65,776,0.4252934061924571,36.034276861895435,0.5828984263324327,5,7,3,0.600689225477231,0.9469433173362619,1.2153515260306258,390,34,0.08343033733769915
21,549,0.4499892349750989,38.44716695124975,0.43276725297992447,3,6,4,0.5454341273407558,0.5143385737365226,6.781256049514508,341,35,0.08362729181704527
127,503,0.3088174888101322,31.077576276950424,0.489301306708916,6,8,5,0.6038127847274973,0.7393431141614489,8.474957321974795,251,36,0.0833866083603035
105,902,0.2726015672375455,43.79268303769403,0.5927331174545295,5,5,6,0.7048252994978569,0.8917561762950539,3.151851505376781,357,37,0.08363976841532272
46,684,0.35176266152626273,34.51740586683811,0.5430665362788321,7,9,2,0.6553032646444773,0.8398253858520037,5.404424294161606,176,38,0.08376548536114119
33,734,0.3220652624797847,33.0894798497184,0.5041606291417153,4,7,5,0.6215918361638323,0.9970033845065275,4.2690557138141605,430,39,0.0840171684977918
32,748,0.4730033140507277,37.00261606282444,0.6819979972333576,5,10,7,0.6232418662984519,0.9749232582732694,6.264309846121639,478,40,0.08356750742932667
19,662,0.3243399250623899,33.011466279471236,0.5059066125914413,4,7,5,0.5767457172173185,0.9924991534967579,4.056519490047432,429,41,0.08355461714309485
40,808,0.3432023367883894,31.693941530459067,0.45740246823746133,3,6,4,0.5980069460701452,0.933891010527655,4.493158360360484,374,42,0.08377637894118373
29,733,0.3661870154428598,34.921281912454866,0.42643824348043324,6,8,5,0.5178799666673345,0.9657505848123996,3.609001137837781,391,43,0.08371615203611593
18,628,0.28578057444167815,31.12841840752891,0.5717280790500233,4,7,3,0.560552171110898,0.5391542113889993,5.1248280176843455,494,44,0.08386668125614877
44,948,0.25961087053202864,33.595868315733334,0.3868669353411076,5,5,6,0.6746097128309034,0.8635303121656142,2.4383878363294924,404,45,0.0839417788113151
42,1071,0.25589836423149515,37.87788412659734,0.3942639253035289,5,5,6,0.6724313613807025,0.795382455169444,2.2012408041016656,443,46,0.08388321873814424
32,989,0.19721163118554622,30.054838359016323,0.339961600748902,6,8,7,0.6220713817597774,0.8684840214212347,1.4559988712649852,403,47,0.08386832824827
14,1272,0.2428755281571213,33.794027043780474,0.38458166474720035,7,5,6,0.7218453551861771,0.8897991778565095,3.052554333906001,407,48,0.08385496671368761
59,901,0.22932977683354186,35.675254160425986,0.6242549582857391,5,10,5,0.6455598330631741,0.8153918488391485,1.0503748786200298,459,49,0.08355265608231004
146,560,0.2682747500232363,31.90666401471271,0.5057291324252521,8,7,8,0.670208275474982,0.6763017090870778,1.8781071937227676,112,50,0.08235185817231509
50,838,0.31173688587558274,32.64706305795971,0.4725679497684987,4,6,4,0.5875083300615491,0.8539674058856991,3.910436425274743,321,51,0.08393965959137792
26,971,0.31283280322412965,31.158390092898006,0.4771827012928479,5,6,5,0.5870105785181993,0.8531732042958486,3.435529326724693,316,52,0.08387999176010798
51,875,0.30088387976887065,33.94722388169132,0.5437707320781175,4,6,3,0.6315636988021072,0.9449532483298541,3.7969067339531137,294,53,0.08367786692599709
36,765,0.26098170892323863,32.35694392376883,0.41160220400068437,6,5,4,0.6107237955941225,0.7615206934265771,2.402208176387129,436,54,0.0839047078409262
26,687,0.23116427649875598,50.99259788713906,0.43581923544503137,5,7,5,0.7815217125158027,0.9049684567328994,2.869553986372641,471,55,0.08400993833060688
198,679,0.18707964635221747,50.43502749881484,0.4386799993654607,6,9,6,0.7688435063548575,0.9071907115788432,2.7576833548074853,508,56,0.08333662379328768
15,582,0.2851199424819368,51.28206408716543,0.5221321609052636,7,7,5,0.8417353390964318,0.9877454560071547,5.688966587972639,470,57,0.0837437085100475
25,709,0.22978318886718072,47.21432294921822,0.3721171946571317,5,8,7,0.7727799204160404,0.6116910790819927,4.762094550228359,490,58,0.08378168853664912
10,658,0.21703698283177042,52.36155249912689,0.4113853560280815,6,7,6,0.7213030824513385,0.87280626480478,3.0889290374429663,461,59,0.08365509844389639
35,1074,0.11065614853383068,49.02625948642705,0.3019991206002067,3,8,3,0.8774844035027574,0.9387723542761479,1.7332735800683743,416,60,0.0838126754268256
43,617,0.24330587115300162,44.978251028784115,0.448342160345332,4,6,4,0.8235332831910506,0.8562806812515401,4.690626292529552,364,61,0.08375971360533846
24,749,0.3210420773263441,30.848101536237785,0.4760900168964359,4,6,4,0.5748754962596916,0.8230083253418948,4.00536863534179,393,62,0.0838745398513707
53,931,0.2920151621144962,42.90516171270015,0.5084131023600696,5,7,5,0.5575276358574685,0.8963809201031504,3.4577091268679885,446,63,0.08377964609521377
31,845,0.39804046511929597,33.293738199346485,0.8806018273397159,3,5,5,0.5854542239247679,0.9187691898557773,2.699509017927861,329,64,0.08388719664454819
63,825,0.37448904845019315,32.21833298125607,0.3525108197739095,4,7,3,0.7381033458103252,0.8792402344792122,5.132329959440356,226,65,0.0836978813153268
76,784,0.31090390188551,34.98404329063982,0.8293081857239979,8,6,10,0.7031825653084604,0.7796010402071285,3.862302077624943,435,66,0.08366011790723593
47,718,0.25768228444456265,39.95296685799739,0.425268658945257,5,5,4,0.6369944120121993,0.8426634647787457,6.923925548762856,295,67,0.08367722610480863
16,880,0.3007027038527339,54.32381580459921,0.6082274656160324,4,8,4,0.9513230430057102,0.8058737292620698,6.165990732302472,482,68,0.08384387470457745
39,678,0.35019868709048024,46.2769503576223,0.4679899045604435,7,9,4,0.6561222760509302,0.9764600672208718,4.251421776393189,257,69,0.0837841963720007
22,614,0.20245862191966202,30.840969363124923,0.5332363549837228,6,6,5,0.6857497282221727,0.5775334563750277,2.9852826034922764,422,70,0.08388804637822016
71,808,0.34172470040530284,32.97544575715882,0.49214205834739505,4,6,4,0.5362608856138404,0.9117859847346627,4.231506468058747,326,71,0.08391065114638874
56,1014,0.33539920025801717,34.40239879215545,0.4577553897351984,3,7,4,0.550622404420095,0.9228266475272091,4.548314079026352,280,72,0.08373731447135017
48,762,0.43275145788125047,36.26256160915772,0.5753815750815805,5,6,3,0.5679039726650721,0.954400180527198,3.34191639665038,359,73,0.08382299995951334
28,830,0.36571689617848013,32.47233744556948,0.5477931928400973,4,7,6,0.5267580480642813,0.8674540929761497,9.111197097395774,377,74,0.08393528551559591
29,725,0.3672055937837925,32.10016385620292,0.5618871532566577,4,7,6,0.5238420326482754,0.8601716270587318,9.953373843674827,383,75,0.083643625945809
36,835,0.39172819763447625,30.54435755521879,0.5433999691033128,3,7,6,0.501728495409031,0.882072480904891,9.087674457820487,405,76,0.08381985634342118
87,648,0.40788951992264805,33.571712229094274,0.49973221804572665,5,8,7,0.6115073931767132,0.8332830622045373,7.778265826213837,369,77,0.08375541676872066
18,936,0.278453560146738,32.636393940943925,0.5200566652382218,4,8,5,0.5921991726832262,0.8978591900567766,8.47583838045532,452,78,0.08374420639629375
25,777,0.326398948502201,31.58124619312596,0.38867066175526527,5,11,5,0.8045521768890124,0.5047957469869863,8.983881435514371,412,79,0.0838921741786944
168,694,0.3613772207854106,34.68983521883369,0.6526224344714555,4,7,5,0.761113961383448,0.8483504524578842,2.2110230835175613,401,80,0.08371666793290723
106,823,0.3149230708816561,33.27820332154184,0.4835269387281619,4,6,4,0.5248900111151816,0.8662984385167999,4.9995656708248495,349,81,0.0836887630553346
64,862,0.38520472724115395,32.48818014003791,0.4461347293325331,3,5,3,0.5625673063293262,0.9290631951639563,3.645011903510567,323,82,0.08388456670244111
41,894,0.33662648842621706,34.04172059404603,0.42434292614008395,4,6,4,0.5492708300408379,0.9662184854416678,5.665816199091671,307,83,0.08381959634217234
31,740,0.3492967294477827,30.030787545221056,0.5544407817973246,4,7,6,0.5331176074850099,0.8851339737481329,8.179566676322022,378,84,0.08367343371104463
12,805,0.27028224507351284,31.53024251921664,0.46701747034635815,5,12,5,0.5140653384791498,0.9029959521084324,7.108795377104181,336,85,0.08377020409265415
36,572,0.2927098465981117,35.437605894378365,0.5296599788783742,6,5,4,0.6017164391174771,0.830503790951296,4.196762669969998,428,86,0.08392200999959197
28,707,0.37578591327301664,31.08951902877561,0.4941205840449165,5,7,8,0.5806381325487933,0.9412331513217912,4.455143996016566,389,87,0.0838189372242022
21,523,0.3042351573804126,30.567181603179638,0.4024943378839749,3,6,6,0.6244412990210186,0.9105883451576494,5.3219282581164205,438,88,0.08365675773077517
45,951,0.3547026700462641,32.706397619358974,0.509279763341995,8,7,2,0.5358804080068303,0.6907571674648889,9.485124062952845,353,89,0.08337186582792916
55,639,0.24888439960271394,40.595887783468,0.7383728127182432,9,6,7,0.6068240999005997,0.8724818191325905,3.3467126935286737,399,90,0.08371113968396791
34,572,0.23405575627544975,35.354108870988846,0.5276638187414554,7,5,4,0.5959076276089998,0.8251722149116061,4.001895117135029,429,91,0.08399530851732057
33,609,0.2352703990632889,33.66320924173661,0.5520920167735572,7,5,4,0.5830150768422393,0.8091209554248303,3.845704109448609,421,92,0.08399549768842222
32,606,0.2182088834791959,36.57980847923244,0.579937055027296,7,5,4,0.5905132972787622,0.8102358417718033,3.8250804667628775,416,93,0.08385456354940161
15,591,0.23171749249623985,33.90726493167031,0.5593023440059676,7,5,3,0.5723754817170833,0.8159603983927879,4.884120892266003,471,94,0.08383523166446862
25,631,0.23948422741249362,31.929691979743232,0.612018732814021,7,5,4,0.6151615307063386,0.7946619441952971,4.064352542653368,446,95,0.08390218562665644
34,537,0.21027147363870316,33.41245662367445,0.5486374471582197,7,5,5,0.6488466931393214,0.7424093202807678,8.85981948243915,428,96,0.08391997233920334
39,682,0.19065947659670143,37.62706528577055,0.5953932639088645,8,5,4,0.6255133236065777,0.8448673980264776,2.4779284024342125,458,97,0.08386771171246976
21,659,0.2651250403643534,34.62708026052735,0.5175333401549544,6,8,3,0.7826825711180123,0.7914379528870735,2.8522406753221388,464,98,0.08401529684570018
21,570,0.2361965363357592,35.261595279349415,0.5172776359281672,6,8,3,0.7788273255814427,0.7951513588465479,2.8960302161547897,463,99,0.08374437787886636
